articulated_course_year,hs_grad_year,hs_grad_status,gender,ethnicity,high_school,subject,course,hs_course_grade,final_exam_grade,credit_recommended,credit_status,id,took_mcc_course_as_non_hs_student,took_mcc_course_in_same_discipline,earned_degree,earned_coa,earned_cop
2021-2022,2022,Graduate,Male,Hispanic,Sage Creek High School,AUTO,BUS132,A,A,Yes,Awarded,11494,No,No,No,No,No
2020-2021,2021,Graduate,Male,Unknown/Unreported,La Costa Canyon High School,BUS,MAT110,A,A,Yes,Awarded,10655,No,No,No,No,No
2022-2023,2024,Graduate,Male,Hispanic,Canyon Crest Academy,HORT,HORT127,A,C,Yes,Awarded,6395,No,No,No,No,No
2021-2022,2024,Graduate,Male,White,Sage Creek High School,BUS,NURS151,B,F,Yes,Awarded,6904,No,No,No,No,No
2022-2023,2022,Graduate,Male,Asian,La Costa Canyon High School,BUS,BUS132,A,A,No,Awarded,5305,No,No,No,No,No
2021-2022,2021,Graduate,Male,White,La Costa Canyon High School,CS,CS111,A,B,Yes,Awarded,10000,No,No,No,No,No
2022-2023,2025,Graduate,Male,White,Torrey Pines High School,NURS,BUS132,A,A,No,Awarded,2839,Not Applicable,Not Applicable,No,No,No
2020-2021,2023,Not Yet a Graduate,Unknown/Unreported,Hispanic,Torrey Pines High School,BUS,BUS120,A,B,Yes,Awarded,2435,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable
2020-2021,2024,Not Yet a Graduate,Female,Asian,Altus Schools,BUS,CS101,B,C,Yes,Awarded,6215,No,No,No,No,No
2020-2021,2023,Graduate,Female,Unknown/Unreported,Sage Creek High School,ART,AUTO102,A,,Yes,Denied,8117,No,No,No,No,No
2020-2021,2022,Graduate,Female,Two or More Races,Torrey Pines High School,BUS,BUS120,B,B,Yes,Awarded,4191,No,Not Applicable,No,No,Not Applicable
2021-2022,2024,Graduate,Female,Two or More Races,Torrey Pines High School,BUS,CS101,A,A,Yes,Awarded,7754,Yes,Yes,No,No,Not Applicable
2021-2022,2022,Graduate,Female,Asian,Torrey Pines High School,DESN,MTEC110,A,A,Yes,Awarded,213,No,No,No,No,No
2022-2023,2024,Graduate,Female,Asian,Oceanside High School,MAT,BUS132,A,A,Yes,Awarded,4490,No,No,No,No,No
2020-2021,2022,Graduate,Male,Asian,Canyon Crest Academy,CS,CS101,A,B,Yes,Awarded,7211,No,No,No,No,No
2021-2022,2024,Graduate,Female,Hispanic,Oceanside High School,MTEC,MAP50,A,A,Yes,Awarded,2178,No,No,No,Not Applicable,No
2020-2021,2025,Graduate,Male,White,Sage Creek High School,HORT,AUTO102,A,A,Yes,Awarded,6352,No,No,No,No,No
2022-2023,2023,Graduate,Female,Two or More Races,Carlsbad High School,BUS,NURS151,A,B,Yes,Denied,9662,No,No,No,No,No
2021-2022,2026,Graduate,Female,Hispanic,Altus Schools,BUS,BUS120,A,A,Yes,Awarded,6307,No,No,No,No,No
2021-2022,2024,Graduate,Female,White,Torrey Pines High School,CS,CS111,A,B,Yes,Awarded,4568,No,Not Applicable,No,No,No
2021-2022,2024,Graduate,Male,Asian,Oceanside High School,BUS,BUS120,B,A,No,Denied,6462,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2023,Graduate,Female,White,Carlsbad High School,BUS,BUS120,A,B,Yes,Awarded,192,Yes,No,No,No,Not Applicable
2022-2023,2025,Graduate,Male,White,Carlsbad High School,HORT,DESN100,A,A,No,Awarded,1503,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
2021-2022,2024,Graduate,Male,White,Sage Creek High School,BUS,BUS120,A,A,Yes,Awarded,880,No,No,No,No,No
2021-2022,2025,Graduate,Female,White,Torrey Pines High School,ACCT,BUS120,A,,No,Denied,234,Not Applicable,No,No,No,No
2020-2021,2022,Graduate,Female,Hispanic,Sage Creek High School,BUS,BUS130,A,C,No,Awarded,11289,No,No,No,No,Not Applicable
2020-2021,2023,Graduate,Male,Unknown/Unreported,Torrey Pines High School,NURS,BUS132,A,D,Yes,Awarded,11045,No,No,No,Not Applicable,No
2020-2021,2023,Graduate,Male,Unknown/Unreported,San Dieguito Academy,NURS,DESN100,A,A,No,Denied,2642,No,No,No,No,No
2020-2021,2024,Not Yet a Graduate,Male,White,Sage Creek High School,ART,NURS155,B,A,Yes,Awarded,2356,Not Applicable,Not Applicable,Not Applicable,No,No
2020-2021,2023,Graduate,Female,Asian,San Dieguito Academy,MAT,AUTO102,B,A,Yes,Awarded,724,No,No,Not Applicable,No,No
2020-2021,2023,Not Yet a Graduate,Male,Two or More Races,El Camino High School,BUS,BUS120,A,B,Yes,Awarded,6606,No,No,Not Applicable,Not Applicable,No
2022-2023,2023,Graduate,Male,White,Canyon Crest Academy,BUS,KINE190,A,A,Yes,Awarded,5542,No,No,No,No,No
2022-2023,2023,Graduate,Female,White,San Dieguito Academy,ART,BUS130,B,A,Yes,Awarded,7483,No,No,No,No,No
2022-2023,2024,Graduate,Male,Middle Eastern or North African,Canyon Crest Academy,BUS,CS101,A,A,No,Awarded,9871,Yes,No,No,No,No
2020-2021,2023,Not Yet a Graduate,Male,Asian,La Costa Canyon High School,NURS,BUS120,A,A,Yes,Awarded,8064,No,No,No,Not Applicable,No
2022-2023,2023,Graduate,Female,White,Oceanside High School,NURS,MAT110,A,B,Yes,Awarded,8275,No,No,No,No,No
2020-2021,2022,Graduate,Female,White,Torrey Pines High School,BUS,NURS151,A,A,Yes,Awarded,11155,No,No,No,No,No
2021-2022,2023,Graduate,Male,White,Sage Creek High School,ART,HORT127,A,A,Yes,Awarded,1948,No,No,No,No,No
2022-2023,2024,Graduate,Male,White,Canyon Crest Academy,CS,CS111,A,A,Yes,Awarded,1260,Not Applicable,No,No,Not Applicable,No
2022-2023,2025,Graduate,Male,Hispanic,Torrey Pines High School,ART,BUS132,A,B,Yes,Awarded,8225,Yes,No,No,No,No
2020-2021,2022,Graduate,Male,White,Sage Creek High School,BUS,BUS120,D,A,Yes,Awarded,9864,No,No,No,No,Not Applicable
2021-2022,2024,Not Yet a Graduate,Male,Asian,San Dieguito Academy,ACCT,CS101,A,A,Yes,Awarded,1904,Yes,Not Applicable,No,No,Not Applicable
2020-2021,2021,Graduate,Male,Hispanic,Oceanside High School,ART,NURS151,A,A,No,Denied,6369,No,No,No,No,No
2022-2023,2026,Graduate,Female,Unknown/Unreported,Torrey Pines High School,DESN,BUS132,A,B,Yes,Awarded,424,No,Yes,No,Not Applicable,No
2021-2022,2024,Graduate,Male,Asian,Canyon Crest Academy,ART,ART251,A,B,Yes,Awarded,10672,No,No,No,Not Applicable,No
2022-2023,2024,Graduate,Male,White,San Dieguito Academy,FILM,MAT125,A,A,Yes,Awarded,12028,No,No,No,No,No
2021-2022,2022,Graduate,Male,White,El Camino High School,BUS,BUS120,F,A,No,Denied,3841,No,Not Applicable,No,No,No
2020-2021,2021,Graduate,Male,White,Sage Creek High School,BUS,NURS151,A,B,Yes,Awarded,4128,No,No,No,No,No
2022-2023,2026,Graduate,Female,Hispanic,La Costa Canyon High School,MAT,ART251,A,A,Yes,Awarded,12796,No,Not Applicable,No,No,No
2021-2022,2022,Graduate,Male,White,Canyon Crest Academy,BUS,BUS132,A,F,No,Denied,1474,No,No,Yes,No,No
2020-2021,2022,Graduate,Male,White,Canyon Crest Academy,DESN,NURS155,A,A,Yes,Awarded,10706,Not Applicable,Yes,No,No,Not Applicable
2020-2021,2022,Graduate,Male,Asian,San Dieguito Academy,BUS,BUS130,C,A,Yes,Denied,6341,No,No,No,No,No
2020-2021,2021,Graduate,Unknown/Unreported,White,San Dieguito Academy,CS,CS101,A,B,Yes,Awarded,9771,No,No,No,No,No
2021-2022,2023,Graduate,Male,White,Canyon Crest Academy,HORT,AUTO130,A,A,Yes,Awarded,511,No,No,Not Applicable,No,No
2021-2022,2024,Graduate,Male,White,Sage Creek High School,BUS,BUS130,A,A,Yes,Denied,12210,No,No,No,No,No
2022-2023,2024,Graduate,Male,Unknown/Unreported,Torrey Pines High School,BUS,HORT127,,D,Yes,Awarded,10674,No,No,No,No,Not Applicable
2020-2021,2024,Graduate,Male,White,Carlsbad High School,BUS,BUS132,C,A,Yes,Awarded,1731,No,No,No,No,No
2021-2022,2024,Not Yet a Graduate,Male,Hispanic,Tri-City Christian School,BUS,ART251,B,A,Yes,Awarded,11715,Not Applicable,No,Not Applicable,Not Applicable,No
2022-2023,2023,Graduate,Male,White,Sage Creek High School,ART,BUS132,A,A,Yes,Denied,8927,No,No,No,No,No
2022-2023,2022,Graduate,Female,Hispanic,Canyon Crest Academy,ACCT,ACCT158,A,A,Yes,Awarded,12244,Yes,No,Yes,No,No
2022-2023,2023,Not Yet a Graduate,Male,White,Torrey Pines High School,BUS,BUS120,B,A,Yes,Awarded,645,Yes,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2023,Graduate,Male,White,La Costa Canyon High School,BUS,NURS151,A,A,Yes,Denied,104,No,No,No,No,No
2021-2022,2023,Not Yet a Graduate,Female,Hispanic,Canyon Crest Academy,ART,AUTO102,A,A,Yes,Awarded,7575,Not Applicable,No,Not Applicable,No,No
2021-2022,2025,Graduate,Male,Unknown/Unreported,La Costa Canyon High School,MAP,BUS132,A,A,Yes,Awarded,4190,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Asian,Torrey Pines High School,BUS,BUS120,A,B,Yes,Awarded,7330,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2021,Graduate,Male,Hispanic,Sage Creek High School,BUS,CS101,A,A,Yes,Awarded,1526,No,No,No,No,No
2021-2022,2022,Graduate,Female,Asian,Altus Schools,BUS,BUS120,A,A,Yes,Awarded,9791,No,No,No,No,No
2021-2022,2025,Not Yet a Graduate,Male,White,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,1878,Not Applicable,No,Not Applicable,Not Applicable,No
2022-2023,2023,Graduate,Male,Asian,Canyon Crest Academy,BUS,ACCT158,A,A,Yes,Awarded,1958,No,No,No,No,No
2022-2023,2024,Not Yet a Graduate,Male,White,Sage Creek High School,AUTO,BUS120,B,A,Yes,Awarded,978,Not Applicable,Yes,Not Applicable,No,Not Applicable
2022-2023,2024,Graduate,Male,Asian,Torrey Pines High School,ART,ART251,B,B,No,Awarded,5035,No,Not Applicable,Not Applicable,No,No
2022-2023,2025,Graduate,Female,Asian,Carlsbad High School,ART,BUS130,A,C,Yes,Denied,9355,Not Applicable,No,No,Not Applicable,No
2022-2023,2024,Graduate,Male,White,La Costa Canyon High School,AUTO,AUTO102,A,A,Yes,Awarded,5015,No,No,No,No,Not Applicable
2022-2023,2026,Graduate,Male,White,Oceanside High School,BUS,BUS120,A,B,Yes,Awarded,7146,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2025,Not Yet a Graduate,Female,Asian,Canyon Crest Academy,BUS,CS101,A,C,Yes,Awarded,5648,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2021-2022,2025,Graduate,Female,White,San Dieguito Academy,ART, ACCT101,B,A,No,Awarded,12940,No,No,No,No,No
2020-2021,2023,Not Yet a Graduate,Male,Two or More Races,Canyon Crest Academy,BUS,BUS299,,A,Yes,Awarded,8775,No,No,No,Not Applicable,Not Applicable
2020-2021,2022,Graduate,Male,Hispanic,El Camino High School,NURS,BUS130,A,A,Yes,Awarded,12047,No,No,No,No,No
2022-2023,2027,Not Yet a Graduate,Female,White,Oceanside High School,HORT,MAT110,A,B,Yes,Awarded,6516,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2021-2022,2024,Graduate,Female,Middle Eastern or North African,Altus Schools,DESN,NURS155,B,,Yes,Awarded,9551,No,No,No,No,Not Applicable
2022-2023,2024,Not Yet a Graduate,Male,White,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,5715,No,Not Applicable,Not Applicable,Not Applicable,No
2020-2021,2021,Graduate,Unknown/Unreported,Hispanic,Torrey Pines High School,BUS,BUS120,A,B,Yes,Awarded,11536,No,No,No,No,No
2020-2021,2023,Graduate,Unknown/Unreported,White,Torrey Pines High School,BUS,BUS132,B,A,Yes,Awarded,8571,Not Applicable,Not Applicable,No,Not Applicable,No
2022-2023,2023,Graduate,Male,Hispanic,Torrey Pines High School,BUS,BUS120,A,A,Yes,Awarded,13395,Not Applicable,Not Applicable,No,No,No
2022-2023,2025,Graduate,Female,Asian,Canyon Crest Academy,ART,ART253,A,A,Yes,Awarded,5221,Yes,Not Applicable,Not Applicable,Not Applicable,No
2022-2023,2023,Not Yet a Graduate,Female,White,Sage Creek High School,ART,ART251,A,A,Yes,Awarded,9262,No,No,No,No,Not Applicable
2021-2022,2021,Graduate,Male,White,Torrey Pines High School,MAT,BUS132,A,A,Yes,Awarded,11464,No,No,No,No,No
2020-2021,2023,Graduate,Female,White,La Costa Canyon High School,BUS,NURS151,A,B,Yes,Awarded,988,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable
2022-2023,2019,Graduate,Male,Hispanic,Sage Creek High School,ART,MAP100,A,A,Yes,Awarded,4280,No,No,No,No,No
2020-2021,2023,Graduate,Male,White,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,10480,Yes,No,Not Applicable,No,Not Applicable
2020-2021,2024,Graduate,Female,Asian,Canyon Crest Academy,BUS,BUS132,A,A,Yes,Awarded,6734,No,No,Not Applicable,No,No
2020-2021,2020,Graduate,Male,Two or More Races,Torrey Pines High School,BUS,NURS151,A,A,Yes,Awarded,10843,No,No,No,No,No
2020-2021,2020,Graduate,Unknown/Unreported,Hispanic,Torrey Pines High School,BUS,ART253,B,A,Yes,Denied,12939,No,No,No,No,No
2022-2023,2023,Graduate,Unknown/Unreported,Unknown/Unreported,Torrey Pines High School,BUS,ACCT158,A,A,Yes,Denied,9943,Not Applicable,No,No,Not Applicable,No
2022-2023,2024,Not Yet a Graduate,Male,White,Canyon Crest Academy,NURS,ART251,A,A,No,Awarded,3844,No,Not Applicable,No,No,No
2020-2021,2022,Graduate,Unknown/Unreported,Asian,Sage Creek High School,MAT,AUTO102,F,A,No,Awarded,6002,No,No,No,No,No
2020-2021,2024,Graduate,Male,Two or More Races,Torrey Pines High School,AUTO,DESN100,C,A,Yes,Denied,2870,No,No,No,No,No
2022-2023,2024,Graduate,Unknown/Unreported,Asian,Sage Creek High School,DESN,FILM101,A,A,Yes,Awarded,208,No,No,No,No,Not Applicable
2022-2023,2025,Graduate,Male,Asian,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,1853,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2022,Graduate,Female,Asian,La Costa Canyon High School,CS,BUS120,A,A,Yes,Awarded,1188,No,No,No,No,No
2021-2022,2025,Graduate,Female,Black/African American,Torrey Pines High School,NURS,BUS130,A,B,No,Awarded,8506,No,No,No,No,Not Applicable
2020-2021,2024,Graduate,Male,Hispanic,Canyon Crest Academy,ACCT,BUS120,B,A,Yes,Denied,7085,No,No,No,No,No
2021-2022,2020,Graduate,Male,Hispanic,Torrey Pines High School,BUS,BUS120,A,A,Yes,Awarded,4505,No,No,No,No,No
2020-2021,2023,Not Yet a Graduate,Female,Unknown/Unreported,Sage Creek High School,ART,BUS130,A,C,Yes,Awarded,6463,Not Applicable,Yes,No,No,No
2022-2023,2025,Graduate,Male,White,El Camino High School,MAT,BUS132,A,B,Yes,Denied,14,Not Applicable,Not Applicable,Not Applicable,No,No
2021-2022,2022,Graduate,Male,Unknown,Torrey Pines High School,NURS,NURS151,A,,No,Awarded,7095,No,Yes,No,No,No
2021-2022,2024,Graduate,Female,Hispanic,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,6481,Not Applicable,Not Applicable,No,No,No
2021-2022,2023,Graduate,Male,Two or More Races,Torrey Pines High School,BUS,BUS120,A,A,Yes,Awarded,13206,No,No,Not Applicable,Not Applicable,No
2021-2022,2023,Graduate,Male,Hispanic,El Camino High School,AUTO,BUS132,A,A,Yes,Awarded,2669,Yes,No,No,No,No
2022-2023,2023,Graduate,Female,White,Torrey Pines High School,CS,BUS120,A,A,Yes,Awarded,9819,No,No,No,No,No
2022-2023,2024,Graduate,Female,Unknown/Unreported,La Costa Canyon High School,ACCT,BUS130,A,C,Yes,Awarded,6598,No,No,No,No,No
2020-2021,2020,Graduate,Female,Asian,Torrey Pines High School,BUS,AUTO102,D,A,Yes,Awarded,5756,No,No,No,No,No
2022-2023,2023,Graduate,Male,Hispanic,Canyon Crest Academy,ART,DESN100,A,A,Yes,Awarded,1940,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Unknown/Unreported,White,Canyon Crest Academy,AUTO,BUS132,A,A,Yes,Awarded,9636,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2026,Not Yet a Graduate,Male,White,Canyon Crest Academy,MAT,BUS130,A,A,Yes,Awarded,8306,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2023,Graduate,Female,Hispanic,Torrey Pines High School,NURS,BUS132,A,A,Yes,Awarded,1502,Not Applicable,Not Applicable,No,No,Not Applicable
2021-2022,2025,Graduate,Female,Unknown/Unreported,San Dieguito Academy,MAT,AUTO102,A,,Yes,Awarded,9939,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable
2022-2023,2024,Graduate,Female,Hispanic,Torrey Pines High School,BUS,CS101,,A,Yes,Awarded,6930,No,No,No,Not Applicable,No
2020-2021,2024,Graduate,Female,Unknown/Unreported,La Costa Canyon High School,BUS,BUS120,B,A,Yes,Awarded,11357,No,No,No,No,No
2021-2022,2021,Graduate,Male,Asian,El Camino High School,ART,BUS132,C,A,Yes,Awarded,1101,No,No,No,No,No
2020-2021,2024,Graduate,Unknown/Unreported,Unknown/Unreported,Torrey Pines High School,BUS,AUTO102,A,B,Yes,Awarded,10832,No,No,No,No,No
2022-2023,2022,Graduate,Male,American Indian/Alaska Native,Mission Vista High School,BUS,BUS120,A,B,Yes,Awarded,829,Not Applicable,No,Not Applicable,No,No
2022-2023,2026,Graduate,Female,Unknown/Unreported,Torrey Pines High School,BUS,BUS130,B,B,Yes,Awarded,13189,Not Applicable,No,Not Applicable,Yes,Not Applicable
2020-2021,2023,Graduate,Male,White,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,11287,No,No,No,No,No
2021-2022,2024,Graduate,Male,White,La Costa Canyon High School,ACCT,BUS120,A,C,Yes,Awarded,10856,No,No,Yes,No,Not Applicable
2020-2021,2023,Graduate,Male,Hispanic,La Costa Canyon High School,ART,FILM101,A,A,Yes,Awarded,1056,Not Applicable,No,No,No,No
2021-2022,2023,Graduate,Male,Asian,El Camino High School,BUS,BUS132,B,B,Yes,Awarded,5561,Not Applicable,No,No,No,No
2020-2021,2024,Graduate,Female,White,Oceanside High School,NURS,BUS120,A,B,Yes,Awarded,4790,Yes,No,No,No,No
2021-2022,2022,Graduate,Male,White,Torrey Pines High School,ART,ART251,B,A,No,Awarded,8716,No,No,No,No,No
2022-2023,2025,Graduate,Male,Hispanic,Carlsbad High School,BUS,BUS132,B,B,Yes,Awarded,11146,Not Applicable,No,No,No,No
2021-2022,2024,Graduate,Male,Hispanic,Canyon Crest Academy,ACCT,BUS120,A,A,Yes,Awarded,8005,Not Applicable,No,No,No,No
2020-2021,2021,Graduate,Male,White,Torrey Pines High School,BUS,BUS132,,A,Yes,Awarded,2170,No,No,No,No,No
2020-2021,2023,Graduate,Male,Two or More Races,Canyon Crest Academy,NURS,BUS120,A,A,Yes,Awarded,8876,Not Applicable,No,Not Applicable,Not Applicable,No
2021-2022,2023,Not Yet a Graduate,Male,White,Torrey Pines High School,ACCT,BUS120,A,A,Yes,Denied,7605,No,No,Not Applicable,No,Not Applicable
2021-2022,2022,Graduate,Male,White,Torrey Pines High School,BUS,ACCT158,A,,No,Awarded,2628,No,No,No,No,No
2020-2021,2023,Graduate,Male,Hispanic,La Costa Canyon High School,CHLD,CS101,B,B,Yes,Awarded,579,Yes,Not Applicable,No,Not Applicable,No
2020-2021,2022,Graduate,Female,White,Canyon Crest Academy,BUS,BUS132,C,A,No,Awarded,13599,No,No,No,No,No
2021-2022,2024,Graduate,Female,White,Torrey Pines High School,CHLD,CS101,B,,Yes,Denied,13686,No,No,Not Applicable,No,No
2020-2021,2023,Not Yet a Graduate,Unknown/Unreported,White,Oceanside High School,ART,DESN100,A,A,Yes,Awarded,11412,No,No,No,Not Applicable,No
2022-2023,2027,Not Yet a Graduate,Male,Unknown/Unreported,La Costa Canyon High School,ART,MAT110,A,A,Yes,Awarded,6533,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2021-2022,2022,Graduate,Male,Black/African American,Torrey Pines High School,DESN,BUS130,A,B,Yes,Awarded,8478,Yes,No,No,No,No
2021-2022,2023,Graduate,Unknown/Unreported,Two or More Races,Torrey Pines High School,BUS,HORT127,A,A,Yes,Awarded,6136,Yes,No,Not Applicable,No,No
2020-2021,2021,Graduate,Female,Two or More Races,Carlsbad High School,ART,AUTO130,A,N,No,Denied,3035,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Two or More Races,Canyon Crest Academy,CS,CS111,A,A,Yes,Awarded,3431,Yes,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Hispanic,El Camino High School,MAT,ART251,A,A,Yes,Awarded,760,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable
2021-2022,2023,Graduate,Male,Hispanic,Canyon Crest Academy,BUS,BUS132,A,A,Yes,Awarded,524,No,No,No,No,No
2021-2022,2023,Graduate,Female,Two or More Races,Oceanside High School,BUS,BUS120,A,A,Yes,Awarded,12997,No,Not Applicable,No,No,No
2022-2023,2025,Graduate,Male,Asian,La Costa Canyon High School,BUS,BUS130,A,B,Yes,Awarded,1651,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable
2022-2023,2026,Graduate,Male,White,El Camino High School,ACCT,BUS120,A,A,Yes,Denied,11420,Not Applicable,No,Not Applicable,Not Applicable,No
2020-2021,2023,Graduate,Unknown/Unreported,Hispanic,Carlsbad High School,ART,FILM101,A,A,Yes,Awarded,11238,No,Not Applicable,No,Not Applicable,No
2020-2021,2022,Graduate,Male,Hispanic,San Dieguito Academy,ART,BUS299,F,,Yes,Awarded,1376,No,No,No,No,No
2022-2023,2025,Graduate,Male,Hispanic,Oceanside High School,BUS,BUS130,A,A,Yes,Awarded,4437,No,No,No,No,No
2020-2021,2023,Graduate,Male,Hispanic,La Costa Canyon High School,FILM,HORT166,A,A,Yes,Awarded,5337,No,No,No,No,No
2022-2023,2025,Graduate,Female,Unknown/Unreported,Torrey Pines High School,MTEC,DESN207,A,A,Yes,Awarded,6026,Yes,Not Applicable,No,No,No
2021-2022,2024,Graduate,Male,Two or More Races,Canyon Crest Academy,BUS,BUS120,A,B,Yes,Awarded,2925,Not Applicable,No,No,No,Not Applicable
2020-2021,2023,Graduate,Male,Two or More Races,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,9331,Yes,No,No,No,No
2022-2023,2024,Not Yet a Graduate,Male,Hispanic,Sage Creek High School,NURS,ART251,A,,Yes,Awarded,550,Not Applicable,Not Applicable,No,No,No
2022-2023,2024,Graduate,Female,White,Torrey Pines High School,NURS,BUS130,A,A,No,Denied,9836,Yes,No,Not Applicable,No,No
2021-2022,2024,Not Yet a Graduate,Male,White,Torrey Pines High School,NURS,ART251,A,A,Yes,Awarded,13713,No,No,No,No,No
2022-2023,2024,Graduate,Male,Unknown/Unreported,Torrey Pines High School,BUS,BUS120,B,B,Yes,Awarded,9307,Not Applicable,Not Applicable,No,Not Applicable,No
2022-2023,2025,Graduate,Female,Unknown,Oceanside High School,BUS,BUS132,,A,Yes,Awarded,3441,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2021-2022,2021,Graduate,Female,Hispanic,Torrey Pines High School,NURS,BUS299,A,A,Yes,Awarded,5076,No,No,Not Applicable,No,No
2021-2022,2024,Graduate,Male,Hispanic,Torrey Pines High School,BUS,ART251,A,A,Yes,Awarded,11412,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2025,Graduate,Male,White,Torrey Pines High School,NURS,BUS130,A,B,Yes,Awarded,6655,Not Applicable,Not Applicable,No,No,Not Applicable
2021-2022,2023,Graduate,Female,Asian,Carlsbad High School,MAT,ART251,A,,No,Awarded,8074,No,Not Applicable,No,No,No
2021-2022,2022,Graduate,Male,Asian,Torrey Pines High School,BUS,BUS130,A,C,Yes,Awarded,10013,No,No,No,No,No
2022-2023,2025,Graduate,Female,Asian,Torrey Pines High School,DESN,DESN100,A,A,Yes,Awarded,7156,Not Applicable,No,No,Not Applicable,Not Applicable
2022-2023,2023,Graduate,Female,White,Torrey Pines High School,BUS,BUS132,A,C,Yes,Awarded,12318,Not Applicable,Not Applicable,Not Applicable,No,No
2022-2023,2025,Not Yet a Graduate,Male,White,Torrey Pines High School,ART,ART253,B,A,No,Awarded,3873,Not Applicable,Not Applicable,No,No,No
2020-2021,2024,Not Yet a Graduate,Female,White,Carlsbad High School,DESN,MTEC110,,A,Yes,Denied,1538,Not Applicable,Not Applicable,No,No,No
2022-2023,2026,Graduate,Female,White,Canyon Crest Academy,BUS,NURS151,A,A,Yes,Awarded,11511,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
2021-2022,2023,Graduate,Female,Middle Eastern or North African,Oceanside High School,AUTO,BUS132,A,A,Yes,Denied,8203,No,No,No,No,No
2022-2023,2023,Graduate,Male,White,Torrey Pines High School,BUS,BUS120,A,F,Yes,Awarded,6106,No,Not Applicable,No,No,No
2021-2022,2022,Graduate,Male,Hispanic,Altus Schools,BUS,BUS120,A,A,Yes,Denied,12584,No,No,No,No,No
2020-2021,2024,Not Yet a Graduate,Male,White,Torrey Pines High School,BUS,BUS120,A,,Yes,Awarded,13636,No,No,No,Not Applicable,No
2022-2023,2024,Graduate,Male,Unknown/Unreported,Canyon Crest Academy,BUS,BUS130,A,B,Yes,Awarded,3913,No,No,Yes,No,No
2022-2023,2025,Not Yet a Graduate,Male,Unknown,El Camino High School,BUS,BUS120,A,A,Yes,Awarded,12413,No,No,No,No,No
2020-2021,2022,Graduate,Male,White,La Costa Canyon High School,BUS,BUS120,C,B,Yes,Awarded,8244,Yes,No,No,No,No
2022-2023,2024,Graduate,Female,Unknown/Unreported,Torrey Pines High School,FILM,HORT127,A,I,Yes,Awarded,8563,No,Not Applicable,Not Applicable,Not Applicable,No
2022-2023,2024,Graduate,Male,White,Torrey Pines High School,BUS,BUS130,B,B,Yes,Awarded,2549,No,No,No,No,No
2020-2021,2024,Graduate,Male,White,Canyon Crest Academy,BUS,BUS120,A,B,Yes,Awarded,8435,No,No,No,No,No
2021-2022,2024,Graduate,Female,Hispanic,Sage Creek High School,KINE,DESN100,A,A,No,Denied,5646,No,No,Not Applicable,No,No
2021-2022,2020,Graduate,Male,Two or More Races,Oceanside High School,BUS,AUTO130,A,B,Yes,Awarded,7363,No,No,No,No,No
2022-2023,2025,Graduate,Male,White,La Costa Canyon High School,BUS,BUS130,B,A,Yes,Awarded,9730,Yes,No,No,No,Not Applicable
2021-2022,2023,Graduate,Unknown/Unreported,Asian,Torrey Pines High School,MAT,ART251,A,A,Yes,Awarded,554,No,No,No,No,No
2020-2021,2023,Graduate,Female,White,Torrey Pines High School,BUS,BUS132,A,A,Yes,Awarded,5859,No,No,No,No,No
2020-2021,2023,Graduate,Male,White,Torrey Pines High School,CS,CS111,A,B,Yes,Awarded,298,Not Applicable,No,Not Applicable,Not Applicable,No
2021-2022,2025,Graduate,Male,White,Torrey Pines High School,BUS,BUS120,A,A,Yes,Awarded,11034,Not Applicable,Not Applicable,Not Applicable,No,No
